,SizeRank,County,Year,Value
7921,160,Jefferson Parish,2018,327787.2075649026
7922,178,Orleans Parish,2018,449594.0181715364
7923,274,Caddo Parish,2018,222228.0388161222
7924,462,Livingston Parish,2018,259061.45527603768
7925,1041,Washington Parish,2018,193248.40508627795
7926,1360,Iberville Parish,2018,259287.1742285161
7927,1560,West Baton Rouge Parish,2018,276915.927485096
7928,1661,Plaquemines Parish,2018,418541.6866634542
7929,1725,Pointe Coupee Parish,2018,328133.5160947325
7930,2071,West Feliciana Parish,2018,394258.86236942816
7931,158,East Baton Rouge Parish,2018,342934.0830243681
7932,160,Jefferson Parish,2018,328684.9299740748
7933,178,Orleans Parish,2018,453418.87220189
7934,274,Caddo Parish,2018,223112.36238336645
7935,462,Livingston Parish,2018,259771.59389821865
7936,1041,Washington Parish,2018,193575.1306932901
7937,1360,Iberville Parish,2018,259656.15772160867
7938,1560,West Baton Rouge Parish,2018,276071.80044363555
7939,1661,Plaquemines Parish,2018,417885.14340898494
7940,1725,Pointe Coupee Parish,2018,327501.7091638226
7941,2071,West Feliciana Parish,2018,392391.26994070254
7942,158,East Baton Rouge Parish,2018,342841.3218110208
7943,160,Jefferson Parish,2018,328859.114919138
7944,178,Orleans Parish,2018,456531.526249766
7945,274,Caddo Parish,2018,223108.23966277324
7946,462,Livingston Parish,2018,260912.55682239044
7947,1041,Washington Parish,2018,193841.04617155236
7948,1360,Iberville Parish,2018,260013.80373306997
7949,1560,West Baton Rouge Parish,2018,275130.78946823464
7950,1661,Plaquemines Parish,2018,417071.9367719737
7951,1725,Pointe Coupee Parish,2018,325311.51384867803
7952,2071,West Feliciana Parish,2018,391406.9703990729
7953,158,East Baton Rouge Parish,2018,340433.6529845843
7954,160,Jefferson Parish,2018,327531.5988881233
7955,178,Orleans Parish,2018,458441.376564572
7956,274,Caddo Parish,2018,223130.9146260359
7957,462,Livingston Parish,2018,262743.0447657772
7958,1041,Washington Parish,2018,194127.57525278063
7959,1360,Iberville Parish,2018,260601.2914176029
7960,1560,West Baton Rouge Parish,2018,275348.26297952665
7961,1661,Plaquemines Parish,2018,415182.7000601337
7962,1725,Pointe Coupee Parish,2018,323650.0574496131
7963,2071,West Feliciana Parish,2018,390876.1701226967
7964,158,East Baton Rouge Parish,2018,337670.39950698306
7965,160,Jefferson Parish,2018,326734.8831334849
7966,178,Orleans Parish,2018,457875.5331631536
7967,274,Caddo Parish,2018,222323.8920699144
7968,462,Livingston Parish,2018,264209.7026168127
7969,1041,Washington Parish,2018,194093.56280788663
7970,1360,Iberville Parish,2018,261177.4416205044
7971,1560,West Baton Rouge Parish,2018,275432.7787516875
7972,1661,Plaquemines Parish,2018,414380.8309047537
7973,1725,Pointe Coupee Parish,2018,323514.00767003704
7974,2071,West Feliciana Parish,2018,391344.0989100264
7975,158,East Baton Rouge Parish,2018,336725.2658109889
7976,160,Jefferson Parish,2018,326417.43364780745
7977,178,Orleans Parish,2018,457494.18150828127
7978,274,Caddo Parish,2018,221959.03129741503
7979,462,Livingston Parish,2018,264987.8661287817
7980,1041,Washington Parish,2018,194306.91359858547
7981,1360,Iberville Parish,2018,262076.1947098249
7982,1560,West Baton Rouge Parish,2018,275763.62707929284
7983,1661,Plaquemines Parish,2018,413782.0057385895
7984,1725,Pointe Coupee Parish,2018,323944.83197202784
7985,2071,West Feliciana Parish,2018,391627.5359508098
7986,158,East Baton Rouge Parish,2018,335763.6412326219
7987,160,Jefferson Parish,2018,327210.0266818527
7988,178,Orleans Parish,2018,455968.7748887924
7989,274,Caddo Parish,2018,221872.4541649576
7990,462,Livingston Parish,2018,264012.8427084868
7991,1041,Washington Parish,2018,194758.3515035423
7992,1360,Iberville Parish,2018,263047.0954095266
7993,1560,West Baton Rouge Parish,2018,276184.14457980066
7994,1661,Plaquemines Parish,2018,414042.7678161102
7995,1725,Pointe Coupee Parish,2018,324215.9008510316
7996,2071,West Feliciana Parish,2018,393298.2684712095
7997,158,East Baton Rouge Parish,2018,335367.86005567346
7998,160,Jefferson Parish,2018,328893.127364032
7999,178,Orleans Parish,2018,456002.7873336864
8000,274,Caddo Parish,2018,222490.8622539396
8001,462,Livingston Parish,2018,263348.0540128312
8002,1041,Washington Parish,2018,195329.34830570235
8003,1360,Iberville Parish,2018,263926.2655760293
8004,1560,West Baton Rouge Parish,2018,276814.92083056225
8005,1661,Plaquemines Parish,2018,415789.7706674843
8006,1725,Pointe Coupee Parish,2018,324950.77579677186
8007,2071,West Feliciana Parish,2018,394256.80100913154
8008,158,East Baton Rouge Parish,2018,334418.60363908607
8009,160,Jefferson Parish,2018,330247.4410789026
8010,178,Orleans Parish,2018,455940.9465247882
8011,274,Caddo Parish,2018,222958.7910412693
8012,462,Livingston Parish,2018,262695.6334789552
8013,1041,Washington Parish,2018,195640.61371048997
8014,1360,Iberville Parish,2018,264818.83458446
8015,1560,West Baton Rouge Parish,2018,277517.84469170513
8016,1661,Plaquemines Parish,2018,417944.9228575866
8017,1725,Pointe Coupee Parish,2018,325443.4409076609
8018,2071,West Feliciana Parish,2018,396054.3071877725
8019,158,East Baton Rouge Parish,2018,333389.9848510794
8020,160,Jefferson Parish,2018,331292.5507492822
8021,178,Orleans Parish,2018,455493.6313404246
8022,274,Caddo Parish,2018,223261.81100487043
8023,462,Livingston Parish,2018,262279.2386990406
8024,1041,Washington Parish,2018,196187.904869239
8025,1360,Iberville Parish,2018,265101.2409450951
8026,1560,West Baton Rouge Parish,2018,278236.2287550725
8027,1661,Plaquemines Parish,2018,420315.4871986842
8028,1725,Pointe Coupee Parish,2018,326118.53640479955
8029,2071,West Feliciana Parish,2018,397133.4293030461
8030,158,East Baton Rouge Parish,2018,331348.20747729053
8031,160,Jefferson Parish,2018,332826.2028099575
8032,178,Orleans Parish,2018,452095.47889146855
8033,274,Caddo Parish,2018,223180.38727315445
8034,462,Livingston Parish,2018,261412.4366943176
8035,1041,Washington Parish,2018,197247.4440616948
8036,1360,Iberville Parish,2018,265736.1399164499
8037,1560,West Baton Rouge Parish,2018,279434.90976754925
8038,1661,Plaquemines Parish,2018,422252.1351973461
8039,1725,Pointe Coupee Parish,2018,326710.1468099256
8040,2071,West Feliciana Parish,2018,398945.36500376335
8041,158,East Baton Rouge Parish,2018,330885.43209070235
8042,160,Jefferson Parish,2018,334832.93705870403
8043,178,Orleans Parish,2018,449588.86477079487
8044,274,Caddo Parish,2018,223691.6046267129
8045,462,Livingston Parish,2018,260821.85696933971
8046,1041,Washington Parish,2018,198463.6466366927
8047,1360,Iberville Parish,2018,266530.7943107918
8048,1560,West Baton Rouge Parish,2018,280722.22927278007
8049,1661,Plaquemines Parish,2018,424010.4755303516
8050,1725,Pointe Coupee Parish,2018,327069.8541816835
8051,2071,West Feliciana Parish,2018,400492.41590636654
8052,158,East Baton Rouge Parish,2019,325129.1865155266
8053,160,Jefferson Parish,2019,330248.57392522006
8054,178,Orleans Parish,2019,439587.02687585313
8055,274,Caddo Parish,2019,219661.90964847428
8056,462,Livingston Parish,2019,255735.5206741845
8057,1041,Washington Parish,2019,195564.243462921
8058,1360,Iberville Parish,2019,262942.3466519594
8059,1560,West Baton Rouge Parish,2019,277262.8636180507
8060,1661,Plaquemines Parish,2019,417646.6505004752
8061,1725,Pointe Coupee Parish,2019,321909.9553581556
8062,2071,West Feliciana Parish,2019,395402.5730725151
8063,158,East Baton Rouge Parish,2019,325981.5741364406
8064,160,Jefferson Parish,2019,329930.70015685074
8065,178,Orleans Parish,2019,441217.90152821934
8066,274,Caddo Parish,2019,219433.12152219567
8067,462,Livingston Parish,2019,255658.58307419703
8068,1041,Washington Parish,2019,196001.5729786393
8069,1360,Iberville Parish,2019,262832.0019361879
8070,1560,West Baton Rouge Parish,2019,277966.4377231994
8071,1661,Plaquemines Parish,2019,418864.4917213297
8072,1725,Pointe Coupee Parish,2019,323172.33940005547
8073,2071,West Feliciana Parish,2019,396593.08119863714
8074,158,East Baton Rouge Parish,2019,324674.6472734953
8075,160,Jefferson Parish,2019,328700.710893893
8076,178,Orleans Parish,2019,442321.3486859346
8077,274,Caddo Parish,2019,218907.71870122856
8078,462,Livingston Parish,2019,255208.09317953343
8079,1041,Washington Parish,2019,196544.18552591943
8080,1360,Iberville Parish,2019,262432.12888362136
8081,1560,West Baton Rouge Parish,2019,278475.6431546955
8082,1661,Plaquemines Parish,2019,420320.2321000402
8083,1725,Pointe Coupee Parish,2019,324994.5457155485
8084,2071,West Feliciana Parish,2019,397350.3091564087
8085,158,East Baton Rouge Parish,2019,323012.3901790289
8086,160,Jefferson Parish,2019,327115.391399414
8087,178,Orleans Parish,2019,444196.1965172086
8088,274,Caddo Parish,2019,218400.5379434164
8089,462,Livingston Parish,2019,255218.21654795288
8090,1041,Washington Parish,2019,197235.61158896488
8091,1360,Iberville Parish,2019,262326.84585205954
8092,1560,West Baton Rouge Parish,2019,278914.9973440977
8093,1661,Plaquemines Parish,2019,422070.5624997554
8094,1725,Pointe Coupee Parish,2019,326607.19830475986
8095,2071,West Feliciana Parish,2019,397905.0697457922
8096,158,East Baton Rouge Parish,2019,321517.16866348265
8097,160,Jefferson Parish,2019,327856.42196771456
8098,178,Orleans Parish,2019,444750.957106592
8099,274,Caddo Parish,2019,218367.1308276323
8100,462,Livingston Parish,2019,255463.2020637025
8101,1041,Washington Parish,2019,197714.4469152028
8102,1360,Iberville Parish,2019,263573.0325044884
8103,1560,West Baton Rouge Parish,2019,279746.12589133094
8104,1661,Plaquemines Parish,2019,423379.51403638464
8105,1725,Pointe Coupee Parish,2019,327341.1425151667
8106,2071,West Feliciana Parish,2019,399413.4516402836
8107,158,East Baton Rouge Parish,2019,321443.26807402103
8108,160,Jefferson Parish,2019,328460.78706235305
8109,178,Orleans Parish,2019,444755.0064539597
8110,274,Caddo Parish,2019,218254.7614381769
8111,462,Livingston Parish,2019,255477.37477948968
8112,1041,Washington Parish,2019,198215.55365196336
8113,1360,Iberville Parish,2019,265021.6865253053
8114,1560,West Baton Rouge Parish,2019,280687.5991543357
8115,1661,Plaquemines Parish,2019,424156.988730995
8116,1725,Pointe Coupee Parish,2019,328136.8392729321
8117,2071,West Feliciana Parish,2019,401339.9286504965
8118,158,East Baton Rouge Parish,2019,321626.50104241224
8119,160,Jefferson Parish,2019,329729.24512530456
8120,178,Orleans Parish,2019,444640.61239082046
8121,274,Caddo Parish,2019,218362.0691434226
8122,462,Livingston Parish,2019,255159.5010111204
8123,1041,Washington Parish,2019,198748.04283082407
8124,1360,Iberville Parish,2019,266454.14315665123
8125,1560,West Baton Rouge Parish,2019,281474.1848805235
8126,1661,Plaquemines Parish,2019,425118.70873083855
8127,1725,Pointe Coupee Parish,2019,329175.4968727631
8128,2071,West Feliciana Parish,2019,402722.7807765873
8129,158,East Baton Rouge Parish,2019,321140.57935828075
8130,160,Jefferson Parish,2019,330731.45859882573
8131,178,Orleans Parish,2019,443654.5963067704
8132,274,Caddo Parish,2019,218247.6750802833
8133,462,Livingston Parish,2019,255136.2172637557
8134,1041,Washington Parish,2019,199413.14813597905
8135,1360,Iberville Parish,2019,268032.3762932366
8136,1560,West Baton Rouge Parish,2019,282401.485427741
8137,1661,Plaquemines Parish,2019,426232.2792569731
8138,1725,Pointe Coupee Parish,2019,330507.73215675686
8139,2071,West Feliciana Parish,2019,403773.5864185217
8140,158,East Baton Rouge Parish,2019,319467.186558553
8141,160,Jefferson Parish,2019,331729.6227249791
8142,178,Orleans Parish,2019,444467.5027908486
8143,274,Caddo Parish,2019,218063.4297750501
8144,462,Livingston Parish,2019,256264.97284251943
8145,1041,Washington Parish,2019,199964.87171483663
8146,1360,Iberville Parish,2019,269383.84597722726
8147,1560,West Baton Rouge Parish,2019,283341.9463539038
8148,1661,Plaquemines Parish,2019,427518.9593830796
8149,1725,Pointe Coupee Parish,2019,331918.92971442203
8150,2071,West Feliciana Parish,2019,404186.61985003337
8151,158,East Baton Rouge Parish,2019,317807.9664746124
8152,160,Jefferson Parish,2019,332612.3804511513
8153,178,Orleans Parish,2019,443565.5106646796
8154,274,Caddo Parish,2019,217920.6902803365
8155,462,Livingston Parish,2019,257816.88522121432
8156,1041,Washington Parish,2019,200986.3195883547
8157,1360,Iberville Parish,2019,270587.5144822946
8158,1560,West Baton Rouge Parish,2019,284142.7047958788
8159,1661,Plaquemines Parish,2019,428553.5676355428
8160,1725,Pointe Coupee Parish,2019,333158.0300089573
8161,2071,West Feliciana Parish,2019,405211.1047340773
8162,158,East Baton Rouge Parish,2019,316947.4801589629
8163,160,Jefferson Parish,2019,332868.50167216227
8164,178,Orleans Parish,2019,298283.46461078554
8165,274,Caddo Parish,2019,218081.65183820503
8166,462,Livingston Parish,2019,259102.55301047885
8167,1041,Washington Parish,2019,201096.6643041262
8168,1360,Iberville Parish,2019,269906.2117876686
8169,1560,West Baton Rouge Parish,2019,283738.7823959445
8170,1661,Plaquemines Parish,2019,427745.7228356744
8171,1725,Pointe Coupee Parish,2019,333173.21506158635
8172,2071,West Feliciana Parish,2019,404308.1002710663
8173,158,East Baton Rouge Parish,2019,317876.8053798644
8174,160,Jefferson Parish,2019,335334.5542191295
8175,178,Orleans Parish,2019,466557.70501883375
8176,274,Caddo Parish,2019,218711.32535389208
8177,462,Livingston Parish,2019,259838.52189456965
8178,1041,Washington Parish,2019,201310.2673777757
8179,1360,Iberville Parish,2019,269414.2160824855
8180,1560,West Baton Rouge Parish,2019,283330.8106486425
8181,1661,Plaquemines Parish,2019,427093.77790946455
8182,1725,Pointe Coupee Parish,2019,332316.77809330466
8183,2071,West Feliciana Parish,2019,404428.5683552572
8184,158,East Baton Rouge Parish,2020,316180.0
8185,160,Jefferson Parish,2020,333788.0
8186,178,Orleans Parish,2020,473704.0
8187,274,Caddo Parish,2020,216692.0
8188,462,Livingston Parish,2020,256987.0
8189,1041,Washington Parish,2020,198603.0
8190,1360,Iberville Parish,2020,265020.0
8191,1560,West Baton Rouge Parish,2020,279702.0
8192,1661,Plaquemines Parish,2020,421264.0
8193,1725,Pointe Coupee Parish,2020,326795.0
8194,2071,West Feliciana Parish,2020,399359.0
8195,158,East Baton Rouge Parish,2020,318946.0
8196,160,Jefferson Parish,2020,335933.0
8197,178,Orleans Parish,2020,476007.0
8198,274,Caddo Parish,2020,217404.0
8199,462,Livingston Parish,2020,257784.0
8200,1041,Washington Parish,2020,199655.0
8201,1360,Iberville Parish,2020,266021.0
8202,1560,West Baton Rouge Parish,2020,280970.0
8203,1661,Plaquemines Parish,2020,423229.0
8204,1725,Pointe Coupee Parish,2020,327462.0
8205,2071,West Feliciana Parish,2020,401748.0
8206,158,East Baton Rouge Parish,2020,321895.0
8207,160,Jefferson Parish,2020,336039.0
8208,178,Orleans Parish,2020,477320.0
8209,274,Caddo Parish,2020,217677.0
8210,462,Livingston Parish,2020,258776.0
8211,1041,Washington Parish,2020,200759.0
8212,1360,Iberville Parish,2020,265955.0
8213,1560,West Baton Rouge Parish,2020,282109.0
8214,1661,Plaquemines Parish,2020,425008.0
8215,1725,Pointe Coupee Parish,2020,328177.0
8216,2071,West Feliciana Parish,2020,403535.0
8217,158,East Baton Rouge Parish,2020,324164.0
8218,160,Jefferson Parish,2020,336312.0
8219,178,Orleans Parish,2020,476584.0
8220,274,Caddo Parish,2020,217963.0
8221,462,Livingston Parish,2020,259721.0
8222,1041,Washington Parish,2020,201700.0
8223,1360,Iberville Parish,2020,266550.0
8224,1560,West Baton Rouge Parish,2020,282700.0
8225,1661,Plaquemines Parish,2020,427286.0
8226,1725,Pointe Coupee Parish,2020,329865.0
8227,2071,West Feliciana Parish,2020,404365.0
8228,158,East Baton Rouge Parish,2020,324502.0
8229,160,Jefferson Parish,2020,336341.0
8230,178,Orleans Parish,2020,476415.0
8231,274,Caddo Parish,2020,218533.0
8232,462,Livingston Parish,2020,259474.0
8233,1041,Washington Parish,2020,201691.0
8234,1360,Iberville Parish,2020,265959.0
8235,1560,West Baton Rouge Parish,2020,282474.0
8236,1661,Plaquemines Parish,2020,428182.0
8237,1725,Pointe Coupee Parish,2020,330020.0
8238,2071,West Feliciana Parish,2020,403868.0
8239,158,East Baton Rouge Parish,2020,323333.0
8240,160,Jefferson Parish,2020,336377.0
8241,178,Orleans Parish,2020,474960.0
8242,274,Caddo Parish,2020,219004.0
8243,462,Livingston Parish,2020,259447.0
8244,1041,Washington Parish,2020,201759.0
8245,1360,Iberville Parish,2020,266482.0
8246,1560,West Baton Rouge Parish,2020,282297.0
8247,1661,Plaquemines Parish,2020,428966.0
8248,1725,Pointe Coupee Parish,2020,330350.0
8249,2071,West Feliciana Parish,2020,399134.0
8250,158,East Baton Rouge Parish,2020,322011.0
8251,160,Jefferson Parish,2020,337087.0
8252,178,Orleans Parish,2020,476433.0
8253,274,Caddo Parish,2020,220081.0
8254,462,Livingston Parish,2020,259568.0
8255,1041,Washington Parish,2020,202196.0
8256,1360,Iberville Parish,2020,267017.0
8257,1560,West Baton Rouge Parish,2020,282499.0
8258,1661,Plaquemines Parish,2020,429333.0
8259,1725,Pointe Coupee Parish,2020,330584.0
8260,2071,West Feliciana Parish,2020,396042.0
8261,158,East Baton Rouge Parish,2020,321621.0
8262,160,Jefferson Parish,2020,338747.0
8263,178,Orleans Parish,2020,478177.0
8264,274,Caddo Parish,2020,221406.0
8265,462,Livingston Parish,2020,260491.0
8266,1041,Washington Parish,2020,202776.0
